length,highway,geometry,name,slope,rain_mm
661.0861252268766,unclassified,"LINESTRING (90.1247746 26.1967744, 90.1248032 26.1969657, 90.1248193 26.1980054, 90.1247656 26.19866, 90.1248032 26.1993965, 90.1249105 26.2003976, 90.1249588 26.2027103)",,0.23211863173148875,0.0
5293.331116990566,tertiary,"LINESTRING (90.1466107 26.4705122, 90.1459543 26.4703078, 90.14394 26.46971, 90.14291 26.46948, 90.1398 26.46918, 90.13875 26.46915, 90.13566 26.46945, 90.13362 26.46986, 90.13261 26.47021, 90.13158 26.47033, 90.12954 26.47036, 90.12857 26.47053, 90.12772 26.47104, 90.12709 26.47175, 90.1270335 26.4718056, 90.1269769 26.4718542, 90.1268977 26.471893, 90.1267707 26.4719309, 90.1265948 26.471967, 90.1264262 26.4719901, 90.1262548 26.472006, 90.12615 26.47201, 90.12407 26.47192, 90.12203 26.47149, 90.11997 26.47121, 90.11894 26.47115, 90.11797 26.47136, 90.11699 26.47169, 90.11643 26.47244, 90.11619 26.47332, 90.11579 26.4742, 90.11527 26.47503, 90.11484 26.47583, 90.11482 26.47675, 90.11488 26.47765, 90.11471 26.47857, 90.11411 26.47928, 90.11267 26.48066, 90.11182 26.48104, 90.11079 26.48119, 90.10907 26.48216, 90.10731 26.48321, 90.1069772 26.4834075, 90.1066575 26.4835972, 90.10647 26.4838114, 90.1061824 26.4843251, 90.1061442 26.4843749, 90.1060946 26.4844246, 90.1050878 26.4847964, 90.1048258 26.4848769, 90.1035983 26.4852042, 90.1033176 26.4853976, 90.1032865 26.4854365)",,0.07060420560542703,0.0
91.59136911069518,tertiary,"LINESTRING (90.1466107 26.4705122, 90.1466564 26.470574, 90.1467122 26.4707658, 90.1467979 26.4710573, 90.1468836 26.4712952)",,0.21458912742869615,0.0
123.56967297574032,unclassified,"LINESTRING (90.1466107 26.4705122, 90.1467379 26.4705375, 90.14725 26.4706449, 90.1474857 26.4706967, 90.1476528 26.4707619, 90.1477765 26.470853)",,0.26938518208838924,0.0
386.79275342055786,secondary,"LINESTRING (90.1808778 26.3576945, 90.1809666 26.3577836, 90.1811708 26.3579439, 90.1812091 26.3579715, 90.1813867 26.3580741, 90.1816463 26.3581775, 90.1819335 26.3582951, 90.1820974 26.3584078, 90.1822742 26.3585431, 90.1822983 26.3586669, 90.1823398 26.3591146, 90.1823128 26.3592373, 90.1823254 26.3593485, 90.1822635 26.359601, 90.1822182 26.3597756, 90.1822547 26.3600071, 90.1823537 26.3601945, 90.1825833 26.3603548)",Sapatgram - Fakiragram Road,0.16671413438355612,0.0
6045.648387232284,tertiary,"LINESTRING (90.1808778 26.3576945, 90.1780925 26.3581648, 90.1775488 26.3582781, 90.1772923 26.3584891, 90.1771679 26.3585256, 90.1770392 26.3585602, 90.1757088 26.3587203, 90.1744212 26.3589175, 90.1743805 26.3589703, 90.1743489 26.3591649, 90.1743221 26.3593283, 90.1741999 26.3594963, 90.1740798 26.359552, 90.1738179 26.3595615, 90.1734102 26.3595697, 90.1730774 26.359515, 90.1715514 26.3590688, 90.1707977 26.3588477, 90.1680189 26.3580106, 90.1677358 26.3578493, 90.1676522 26.3577513, 90.1675911 26.357427, 90.1675344 26.3573077, 90.1673961 26.3572664, 90.1672395 26.3572991, 90.1670723 26.3573452, 90.1669308 26.357423, 90.1668118 26.357521, 90.166725 26.3575844, 90.1666413 26.3575988, 90.1665288 26.3575988, 90.1655676 26.3573754, 90.1654896 26.3574657, 90.1653784 26.35761, 90.1652221 26.3578963, 90.1650645 26.3582062, 90.1649808 26.3582926, 90.1648393 26.3583272, 90.1641318 26.3583445, 90.1639645 26.3583733, 90.1634113 26.3586442, 90.1632055 26.3587134, 90.1614151 26.3591067, 90.1607553 26.3593488, 90.1604019 26.3594189, 90.1603247 26.3594073, 90.1602733 26.3588252, 90.1602283 26.3587388, 90.1600996 26.3586869, 90.1581184 26.3586293, 90.1580026 26.3586465, 90.1579576 26.3590615, 90.1578804 26.359148, 90.1576746 26.3591537, 90.1565553 26.3591076, 90.1558799 26.3592229, 90.1554026 26.3592863, 90.1553286 26.3593238, 90.1552289 26.3594016, 90.1550488 26.3594246, 90.1545889 26.3594563, 90.154531 26.3595053, 90.1545053 26.3595457, 90.1543445 26.3595313, 90.1542866 26.3594707, 90.1542062 26.359148, 90.1541418 26.3590558, 90.1540486 26.3590442, 90.1523343 26.3590359, 90.1512973 26.358987, 90.1449471 26.3586454, 90.1414496 26.3585485, 90.1413712 26.358562, 90.1413068 26.3587611, 90.141221 26.358975, 90.1410376 26.3591683, 90.1406068 26.3596528, 90.1401169 26.360129, 90.1399925 26.3603353, 90.1398905 26.3605609, 90.1397429 26.3608929, 90.1395976 26.3612572, 90.139327 26.3616163, 90.1383185 26.3626394, 90.1368903 26.3636256, 90.1339338 26.364726, 90.1335882 26.3648319, 90.1314322 26.3651091, 90.1311229 26.3651743, 90.1309319 26.3653128, 90.1305862 26.3656796, 90.1294673 26.3676113, 90.1292892 26.3678385, 90.1291767 26.367931)",,0.18220712883840934,0.0
197.71425980902885,secondary,"LINESTRING (90.1233133 26.3677398, 90.1237955 26.3694646)",Sapatgram - Dotma Road,0.07553942150676998,0.0
171.46369628900166,secondary,"LINESTRING (90.1233133 26.3677398, 90.1231305 26.36723, 90.1230868 26.3667271, 90.1230701 26.3662252)",Sapatgram - Dotma Road,0.0837040552920856,0.0
595.0412598244011,tertiary,"LINESTRING (90.1233133 26.3677398, 90.1260378 26.3678232, 90.1283757 26.3681818, 90.1287305 26.3681573, 90.1290034 26.3680595, 90.1291767 26.367931)",,0.05212384931690615,0.0
5347.476057642944,tertiary,"LINESTRING (90.0605359 26.495379, 90.0605383 26.4952602, 90.0605576 26.4946175, 90.0605487 26.4942633, 90.0604954 26.4939354, 90.060491 26.4936974, 90.0604924 26.4936333, 90.0605144 26.4935626, 90.0605438 26.4934315, 90.0605594 26.4933555, 90.0605683 26.4932236, 90.0605661 26.4929537, 90.0605393 26.4924079, 90.0604972 26.4919057, 90.0604972 26.4916991, 90.0605075 26.4916323, 90.0605367 26.4915591, 90.0606392 26.4913741, 90.0608021 26.4911224, 90.0609165 26.4908985, 90.0609727 26.4907493, 90.0610018 26.4906451, 90.0610263 26.4904718, 90.0611019 26.4898852, 90.0612538 26.4887824, 90.0614833 26.4870117, 90.0616495 26.4858336, 90.0617282 26.4851629, 90.0617553 26.4849234, 90.061767 26.4847949, 90.0617573 26.4846543, 90.0617379 26.4845485, 90.061701 26.484453, 90.0616448 26.4843332, 90.0613731 26.4838378, 90.0610317 26.4831939, 90.0606727 26.4825214, 90.0601312 26.4814993, 90.0599898 26.4812341, 90.0599376 26.4811391, 90.059818 26.4802052, 90.0597297 26.4795488, 90.059723 26.4793988, 90.059732 26.4793109, 90.0597588 26.4791829, 90.0598861 26.478911, 90.0600682 26.4785101, 90.0607031 26.4770538, 90.0610329 26.4762771, 90.0611644 26.4759855, 90.0612126 26.4759227, 90.0613895 26.4757592, 90.0616598 26.4755237, 90.0617475 26.4754596, 90.0619411 26.4753877, 90.062512 26.475198, 90.0630866 26.4750102, 90.0634821 26.4748817, 90.0636644 26.4748343, 90.0640406 26.4747406, 90.0643431 26.4747163, 90.0647644 26.474702, 90.0651966 26.4746743, 90.0655065 26.47464, 90.0655548 26.4746204, 90.0655825 26.4745798, 90.0657957 26.4742114, 90.0658562 26.4741236, 90.065908 26.4740674, 90.0660369 26.4739767, 90.0662968 26.4738436, 90.0666532 26.4736963, 90.0669645 26.4735566, 90.0671437 26.4734756, 90.0674092 26.4733987, 90.0677374 26.4733376, 90.0679477 26.4733248, 90.0682255 26.4733233, 90.0683333 26.4733127, 90.0683871 26.4732841, 90.0684275 26.4732359, 90.0684562 26.4731409, 90.0684747 26.4729435, 90.0684982 26.4726451, 90.0685431 26.4723547, 90.0686601 26.4715878, 90.0687089 26.4712517, 90.0687223 26.4710227, 90.0687172 26.4707967, 90.068681 26.4702829, 90.0685889 26.4698265, 90.0685653 26.4696728, 90.0685283 26.4693834, 90.0685131 26.4691092, 90.0685254 26.468837, 90.0685488 26.4686277, 90.0685883 26.4684694, 90.0687234 26.4680733, 90.0688373 26.4677734, 90.0689646 26.4675454, 90.0691704 26.4672526, 90.0694128 26.4669991, 90.0697071 26.4667309, 90.0699081 26.466553, 90.070194 26.466253, 90.0702655 26.4661791, 90.0703124 26.4661611, 90.0706117 26.4661151, 90.0709691 26.4660791, 90.0714231 26.4659745, 90.0716465 26.4659465, 90.0717202 26.4658925, 90.0717515 26.4658345, 90.0717693 26.4657545, 90.0717788 26.4653038, 90.0717749 26.4647101, 90.0718227 26.4642413, 90.0719552 26.4634237, 90.0720293 26.4631645, 90.0720546 26.4631314, 90.0721152 26.4631148, 90.0721993 26.4631133, 90.0723256 26.4631796, 90.0724435 26.4632637, 90.0727201 26.4634306, 90.0728788 26.4635141, 90.0731064 26.4635783, 90.0734288 26.4637293, 90.0735516 26.4638091, 90.0737233 26.4638695, 90.07409 26.463982, 90.0743209 26.4640308, 90.0745074 26.4640342, 90.0747271 26.4640583, 90.0749615 26.4641006, 90.0750189 26.464116, 90.0750763 26.4641117, 90.0751289 26.4640809, 90.0751604 26.4640406, 90.0751895 26.4639489, 90.0752406 26.4630652, 90.0752483 26.4629687, 90.0752584 26.4629266, 90.0752876 26.4628846, 90.0753345 26.4628392, 90.0753942 26.4628176, 90.0755413 26.462779, 90.075672 26.4627347, 90.0758069 26.4626648, 90.0760474 26.462526, 90.0761556 26.462437, 90.0762228 26.4622905, 90.0763264 26.4618623, 90.0764112 26.4615941, 90.0764419 26.4615143, 90.076496 26.4614711, 90.0765663 26.4614167, 90.0766335 26.4613758, 90.0767249 26.4613156, 90.0767858 26.4612282, 90.0768556 26.4610464, 90.0769197 26.4608284, 90.0770975 26.46025, 90.0771212 26.460112, 90.0771153 26.4600616, 90.0770205 26.4598414, 90.0768443 26.4594521, 90.0766706 26.45904)",,0.07940572162949996,0.0
